id,country,year,month,date,monthly_rainfall_mm,average_monthly_rainfall
112,South Africa,1999,Apr,1999-04-01,26.15,36.58
113,South Africa,1999,May,1999-05-01,29.85,37.70
114,South Africa,1999,Jun,1999-06-01,6.22,37.97
115,South Africa,1999,Jul,1999-07-01,11.37,38.18
116,South Africa,1999,Aug,1999-08-01,11.68,38.10
117,South Africa,1999,Sep,1999-09-01,17.95,37.72
118,South Africa,1999,Oct,1999-10-01,44.33,37.97
119,South Africa,1999,Nov,1999-11-01,42.11,34.56
120,South Africa,1999,Dec,1999-12-01,113.5,37.21
121,South Africa,2000,Jan,2000-01-01,106.93,41.14
122,South Africa,2000,Feb,2000-02-01,116.25,47.11
123,South Africa,2000,Mar,2000-03-01,109.15,52.96
124,South Africa,2000,Apr,2000-04-01,41.1,54.20
125,South Africa,2000,May,2000-05-01,20.05,53.39
126,South Africa,2000,Jun,2000-06-01,9.39,53.65
127,South Africa,2000,Jul,2000-07-01,10.34,53.57
128,South Africa,2000,Aug,2000-08-01,5.56,53.06
129,South Africa,2000,Sep,2000-09-01,36.26,54.58
130,South Africa,2000,Oct,2000-10-01,42.89,54.46
131,South Africa,2000,Nov,2000-11-01,74.07,57.12
132,South Africa,2000,Dec,2000-12-01,66.58,53.21
133,South Africa,2001,Jan,2001-01-01,39.04,47.56
134,South Africa,2001,Feb,2001-02-01,58.05,42.71
135,South Africa,2001,Mar,2001-03-01,55.63,38.25
136,South Africa,2001,Apr,2001-04-01,51.78,39.14
137,South Africa,2001,May,2001-05-01,22.69,39.36
138,South Africa,2001,Jun,2001-06-01,8.4,39.27
139,South Africa,2001,Jul,2001-07-01,19.56,40.04
140,South Africa,2001,Aug,2001-08-01,20.43,41.28
141,South Africa,2001,Sep,2001-09-01,43.05,41.85
142,South Africa,2001,Oct,2001-10-01,46.71,42.17
143,South Africa,2001,Nov,2001-11-01,98.84,44.23
144,South Africa,2001,Dec,2001-12-01,82.89,45.59
145,South Africa,2002,Jan,2002-01-01,66.11,47.85
146,South Africa,2002,Feb,2002-02-01,51.43,47.29
147,South Africa,2002,Mar,2002-03-01,32.78,45.39
148,South Africa,2002,Apr,2002-04-01,30.14,43.59
149,South Africa,2002,May,2002-05-01,32.87,44.43
150,South Africa,2002,Jun,2002-06-01,15.19,45.00
151,South Africa,2002,Jul,2002-07-01,16.54,44.75
152,South Africa,2002,Aug,2002-08-01,33.12,45.81
153,South Africa,2002,Sep,2002-09-01,22.92,44.13
154,South Africa,2002,Oct,2002-10-01,23.29,42.18
155,South Africa,2002,Nov,2002-11-01,29.13,36.37
156,South Africa,2002,Dec,2002-12-01,68.58,35.18
157,South Africa,2003,Jan,2003-01-01,52.01,34.00
158,South Africa,2003,Feb,2003-02-01,49.03,33.80
159,South Africa,2003,Mar,2003-03-01,68.92,36.81
160,South Africa,2003,Apr,2003-04-01,21.35,36.08
161,South Africa,2003,May,2003-05-01,16.71,34.73
162,South Africa,2003,Jun,2003-06-01,11.7,34.44
163,South Africa,2003,Jul,2003-07-01,3.85,33.38
164,South Africa,2003,Aug,2003-08-01,16.6,32.01
165,South Africa,2003,Sep,2003-09-01,22.23,31.95
166,South Africa,2003,Oct,2003-10-01,37.96,33.17
167,South Africa,2003,Nov,2003-11-01,38.04,33.92
168,South Africa,2003,Dec,2003-12-01,38.79,31.43
169,South Africa,2004,Jan,2004-01-01,94.46,34.97
170,South Africa,2004,Feb,2004-02-01,77.68,37.36
171,South Africa,2004,Mar,2004-03-01,61.37,36.73
172,South Africa,2004,Apr,2004-04-01,37.16,38.05
173,South Africa,2004,May,2004-05-01,8.11,37.33
174,South Africa,2004,Jun,2004-06-01,9.09,37.11
175,South Africa,2004,Jul,2004-07-01,12,37.79
176,South Africa,2004,Aug,2004-08-01,10.85,37.31
177,South Africa,2004,Sep,2004-09-01,27.28,37.73
178,South Africa,2004,Oct,2004-10-01,30.36,37.10
179,South Africa,2004,Nov,2004-11-01,29.58,36.39
180,South Africa,2004,Dec,2004-12-01,79.74,39.81
181,South Africa,2005,Jan,2005-01-01,77.15,38.36
182,South Africa,2005,Feb,2005-02-01,59.81,36.88
183,South Africa,2005,Mar,2005-03-01,49.44,35.88
184,South Africa,2005,Apr,2005-04-01,47.23,36.72
185,South Africa,2005,May,2005-05-01,18.16,37.56
186,South Africa,2005,Jun,2005-06-01,9.71,37.61
187,South Africa,2005,Jul,2005-07-01,2.91,36.85
188,South Africa,2005,Aug,2005-08-01,8.24,36.63
189,South Africa,2005,Sep,2005-09-01,7.15,34.96
190,South Africa,2005,Oct,2005-10-01,21.85,34.25
191,South Africa,2005,Nov,2005-11-01,54.72,36.34
192,South Africa,2005,Dec,2005-12-01,44.8,33.43
193,South Africa,2006,Jan,2006-01-01,90.34,34.53
194,South Africa,2006,Feb,2006-02-01,110.67,38.77
195,South Africa,2006,Mar,2006-03-01,57.96,39.48
196,South Africa,2006,Apr,2006-04-01,43.89,39.20
197,South Africa,2006,May,2006-05-01,32.45,40.39
198,South Africa,2006,Jun,2006-06-01,7.66,40.22
199,South Africa,2006,Jul,2006-07-01,8.53,40.69
200,South Africa,2006,Aug,2006-08-01,39.07,43.26
201,South Africa,2006,Sep,2006-09-01,12.34,43.69
202,South Africa,2006,Oct,2006-10-01,37.65,45.01
203,South Africa,2006,Nov,2006-11-01,57.93,45.27
204,South Africa,2006,Dec,2006-12-01,77.1,47.97
205,South Africa,2007,Jan,2007-01-01,36.44,43.47
206,South Africa,2007,Feb,2007-02-01,27.65,36.56
207,South Africa,2007,Mar,2007-03-01,54.86,36.30
208,South Africa,2007,Apr,2007-04-01,40.09,35.98
209,South Africa,2007,May,2007-05-01,13.37,34.39
210,South Africa,2007,Jun,2007-06-01,20.65,35.47
211,South Africa,2007,Jul,2007-07-01,10.97,35.68
212,South Africa,2007,Aug,2007-08-01,8.19,33.10
213,South Africa,2007,Sep,2007-09-01,27.75,34.39
214,South Africa,2007,Oct,2007-10-01,58.56,36.13
215,South Africa,2007,Nov,2007-11-01,64.79,36.70
216,South Africa,2007,Dec,2007-12-01,66.11,35.79
217,South Africa,2008,Jan,2008-01-01,82.82,39.65
218,South Africa,2008,Feb,2008-02-01,47.43,41.30
219,South Africa,2008,Mar,2008-03-01,53.86,41.22
220,South Africa,2008,Apr,2008-04-01,22.52,39.75
221,South Africa,2008,May,2008-05-01,26.64,40.86
222,South Africa,2008,Jun,2008-06-01,20.04,40.81
223,South Africa,2008,Jul,2008-07-01,12.67,40.95
224,South Africa,2008,Aug,2008-08-01,10.45,41.14
225,South Africa,2008,Sep,2008-09-01,13.48,39.95
226,South Africa,2008,Oct,2008-10-01,25.12,37.16
227,South Africa,2008,Nov,2008-11-01,71.69,37.74
228,South Africa,2008,Dec,2008-12-01,59.09,37.15
229,South Africa,2009,Jan,2009-01-01,78.14,36.76
230,South Africa,2009,Feb,2009-02-01,92.16,40.49
231,South Africa,2009,Mar,2009-03-01,33.73,38.81
232,South Africa,2009,Apr,2009-04-01,19.16,38.53
233,South Africa,2009,May,2009-05-01,16.83,37.71
234,South Africa,2009,Jun,2009-06-01,25.77,38.19
235,South Africa,2009,Jul,2009-07-01,12.15,38.15
236,South Africa,2009,Aug,2009-08-01,12.65,38.33
237,South Africa,2009,Sep,2009-09-01,18.97,38.79
238,South Africa,2009,Oct,2009-10-01,48.93,40.77
239,South Africa,2009,Nov,2009-11-01,71.27,40.74
240,South Africa,2009,Dec,2009-12-01,53.04,40.23
241,South Africa,2010,Jan,2010-01-01,98.99,41.97
242,South Africa,2010,Feb,2010-02-01,67.19,39.89
243,South Africa,2010,Mar,2010-03-01,46.9,40.99
244,South Africa,2010,Apr,2010-04-01,36.04,42.39
245,South Africa,2010,May,2010-05-01,21.94,42.82
246,South Africa,2010,Jun,2010-06-01,11.01,41.59
247,South Africa,2010,Jul,2010-07-01,9.03,41.33
248,South Africa,2010,Aug,2010-08-01,7.12,40.87
249,South Africa,2010,Sep,2010-09-01,9.32,40.07
250,South Africa,2010,Oct,2010-10-01,31.14,38.58
251,South Africa,2010,Nov,2010-11-01,56.69,37.37
252,South Africa,2010,Dec,2010-12-01,88.53,40.33
253,South Africa,2011,Jan,2011-01-01,98.46,40.28
254,South Africa,2011,Feb,2011-02-01,70.53,40.56
255,South Africa,2011,Mar,2011-03-01,69.2,42.42
256,South Africa,2011,Apr,2011-04-01,57.2,44.18
257,South Africa,2011,May,2011-05-01,43.2,45.95
258,South Africa,2011,Jun,2011-06-01,31.61,47.67
259,South Africa,2011,Jul,2011-07-01,16.5,48.29
260,South Africa,2011,Aug,2011-08-01,17.37,49.15
261,South Africa,2011,Sep,2011-09-01,8.17,49.05
262,South Africa,2011,Oct,2011-10-01,30.25,48.98
263,South Africa,2011,Nov,2011-11-01,49.59,48.38
264,South Africa,2011,Dec,2011-12-01,59.89,46.00
265,South Africa,2012,Jan,2012-01-01,48.71,41.85
266,South Africa,2012,Feb,2012-02-01,63.03,41.23
267,South Africa,2012,Mar,2012-03-01,56.13,40.14
268,South Africa,2012,Apr,2012-04-01,25.93,37.53
269,South Africa,2012,May,2012-05-01,5.5,34.39
270,South Africa,2012,Jun,2012-06-01,24.3,33.78
271,South Africa,2012,Jul,2012-07-01,19.5,34.03
272,South Africa,2012,Aug,2012-08-01,12.98,33.67
273,South Africa,2012,Sep,2012-09-01,27.31,35.26
274,South Africa,2012,Oct,2012-10-01,61.77,37.89
275,South Africa,2012,Nov,2012-11-01,39.01,37.01
276,South Africa,2012,Dec,2012-12-01,84.26,39.04
277,South Africa,2013,Jan,2013-01-01,62.68,40.20
278,South Africa,2013,Feb,2013-02-01,40.83,38.35
279,South Africa,2013,Mar,2013-03-01,55.95,38.34
280,South Africa,2013,Apr,2013-04-01,34.64,39.06
281,South Africa,2013,May,2013-05-01,8.88,39.34
282,South Africa,2013,Jun,2013-06-01,11.43,38.27
283,South Africa,2013,Jul,2013-07-01,8.26,37.33
284,South Africa,2013,Aug,2013-08-01,14.6,37.47
285,South Africa,2013,Sep,2013-09-01,9.88,36.02
286,South Africa,2013,Oct,2013-10-01,36.69,33.93
287,South Africa,2013,Nov,2013-11-01,54.71,35.23
288,South Africa,2013,Dec,2013-12-01,89.36,35.66
289,South Africa,2014,Jan,2014-01-01,60.87,35.51
290,South Africa,2014,Feb,2014-02-01,80.04,38.78
291,South Africa,2014,Mar,2014-03-01,34.94,37.03
292,South Africa,2014,Apr,2014-04-01,37.29,37.25
293,South Africa,2014,May,2014-05-01,17.64,37.98
294,South Africa,2014,Jun,2014-06-01,9.91,37.85
295,South Africa,2014,Jul,2014-07-01,9.25,37.93
296,South Africa,2014,Aug,2014-08-01,17.11,38.14
297,South Africa,2014,Sep,2014-09-01,15.54,38.61
298,South Africa,2014,Oct,2014-10-01,24.58,37.60
299,South Africa,2014,Nov,2014-11-01,69.24,38.81
300,South Africa,2014,Dec,2014-12-01,79.89,38.03
301,South Africa,2015,Jan,2015-01-01,43.83,36.61
302,South Africa,2015,Feb,2015-02-01,42.34,33.46
303,South Africa,2015,Mar,2015-03-01,59.67,35.52
304,South Africa,2015,Apr,2015-04-01,37.7,35.56
305,South Africa,2015,May,2015-05-01,7.56,34.72
306,South Africa,2015,Jun,2015-06-01,26.42,36.09
307,South Africa,2015,Jul,2015-07-01,19.44,36.94
308,South Africa,2015,Aug,2015-08-01,12.29,36.54
309,South Africa,2015,Sep,2015-09-01,24.66,37.30
310,South Africa,2015,Oct,2015-10-01,26.7,37.48
311,South Africa,2015,Nov,2015-11-01,42.56,35.26
312,South Africa,2015,Dec,2015-12-01,30.44,31.13
313,South Africa,2016,Jan,2016-01-01,75.22,33.75
314,South Africa,2016,Feb,2016-02-01,43.35,33.83
315,South Africa,2016,Mar,2016-03-01,61.25,33.97
316,South Africa,2016,Apr,2016-04-01,26.47,33.03
317,South Africa,2016,May,2016-05-01,26.35,34.60
318,South Africa,2016,Jun,2016-06-01,9.68,33.20
319,South Africa,2016,Jul,2016-07-01,18.6,33.13
320,South Africa,2016,Aug,2016-08-01,9.57,32.90
321,South Africa,2016,Sep,2016-09-01,16.17,32.20
322,South Africa,2016,Oct,2016-10-01,28.5,32.35
323,South Africa,2016,Nov,2016-11-01,52.36,33.16
324,South Africa,2016,Dec,2016-12-01,65.96,36.12
325,South Africa,2017,Jan,2017-01-01,85,36.94
326,South Africa,2017,Feb,2017-02-01,86.01,40.49
327,South Africa,2017,Mar,2017-03-01,30.32,37.92
328,South Africa,2017,Apr,2017-04-01,32.53,38.42
329,South Africa,2017,May,2017-05-01,13.2,37.33
330,South Africa,2017,Jun,2017-06-01,7.82,37.17
331,South Africa,2017,Jul,2017-07-01,5.2,36.05
332,South Africa,2017,Aug,2017-08-01,10.37,36.12
333,South Africa,2017,Sep,2017-09-01,13.01,35.86
334,South Africa,2017,Oct,2017-10-01,41.71,36.96
335,South Africa,2017,Nov,2017-11-01,49.02,36.68
336,South Africa,2017,Dec,2017-12-01,57.57,35.98
337,South Africa,2018,Jan,2018-01-01,51.35,33.18
338,South Africa,2018,Feb,2018-02-01,79.77,32.66
339,South Africa,2018,Mar,2018-03-01,59.96,35.13
340,South Africa,2018,Apr,2018-04-01,35.46,35.37
341,South Africa,2018,May,2018-05-01,18.65,35.82
342,South Africa,2018,Jun,2018-06-01,5.7,35.65
343,South Africa,2018,Jul,2018-07-01,8.77,35.95
344,South Africa,2018,Aug,2018-08-01,13.37,36.20
345,South Africa,2018,Sep,2018-09-01,18.12,36.62
346,South Africa,2018,Oct,2018-10-01,27.29,35.42
347,South Africa,2018,Nov,2018-11-01,26.16,33.51
348,South Africa,2018,Dec,2018-12-01,45.14,32.48
349,South Africa,2019,Jan,2019-01-01,53.7,32.67
350,South Africa,2019,Feb,2019-02-01,65.47,31.48
351,South Africa,2019,Mar,2019-03-01,46.92,30.40
352,South Africa,2019,Apr,2019-04-01,49.72,31.58
353,South Africa,2019,May,2019-05-01,11.69,31.00
354,South Africa,2019,Jun,2019-06-01,6.92,31.11
355,South Africa,2019,Jul,2019-07-01,9.54,31.17
356,South Africa,2019,Aug,2019-08-01,5.44,30.51
357,South Africa,2019,Sep,2019-09-01,10.71,29.89
358,South Africa,2019,Oct,2019-10-01,17,29.03
359,South Africa,2019,Nov,2019-11-01,46.05,30.69
360,South Africa,2019,Dec,2019-12-01,66.89,32.50
361,South Africa,2020,Jan,2020-01-01,71.52,33.99
362,South Africa,2020,Feb,2020-02-01,80.99,35.28
363,South Africa,2020,Mar,2020-03-01,55.87,36.03
364,South Africa,2020,Apr,2020-04-01,32.41,34.59
365,South Africa,2020,May,2020-05-01,8.06,34.28
366,South Africa,2020,Jun,2020-06-01,10.24,34.56
367,South Africa,2020,Jul,2020-07-01,9.7,34.57
368,South Africa,2020,Aug,2020-08-01,11.48,35.08
369,South Africa,2020,Sep,2020-09-01,18.94,35.76
370,South Africa,2020,Oct,2020-10-01,36.62,37.40
371,South Africa,2020,Nov,2020-11-01,63.36,38.84
372,South Africa,2020,Dec,2020-12-01,69.01,39.02
373,South Africa,2021,Jan,2021-01-01,114.23,42.58
374,South Africa,2021,Feb,2021-02-01,70.21,41.68
375,South Africa,2021,Mar,2021-03-01,44.9,40.76
376,South Africa,2021,Apr,2021-04-01,22.41,39.93
377,South Africa,2021,May,2021-05-01,10.3,40.12
378,South Africa,2021,Jun,2021-06-01,11.44,40.22
379,South Africa,2021,Jul,2021-07-01,8.26,40.10
380,South Africa,2021,Aug,2021-08-01,18.64,40.69
381,South Africa,2021,Sep,2021-09-01,11.82,40.10
382,South Africa,2021,Oct,2021-10-01,35.36,40.00
383,South Africa,2021,Nov,2021-11-01,57.45,39.50
384,South Africa,2021,Dec,2021-12-01,121.59,43.88
1,Tanzania,1990,Jan,1990-01-01,100.47,
2,Tanzania,1990,Feb,1990-02-01,183.65,
3,Tanzania,1990,Mar,1990-03-01,210.15,
4,Tanzania,1990,Apr,1990-04-01,175.34,
5,Tanzania,1990,May,1990-05-01,41.66,
6,Tanzania,1990,Jun,1990-06-01,4.38,
7,Tanzania,1990,Jul,1990-07-01,2.27,
8,Tanzania,1990,Aug,1990-08-01,4.37,
9,Tanzania,1990,Sep,1990-09-01,12.59,
10,Tanzania,1990,Oct,1990-10-01,29.19,
11,Tanzania,1990,Nov,1990-11-01,69.22,
12,Tanzania,1990,Dec,1990-12-01,122.82,79.68
13,Tanzania,1991,Jan,1991-01-01,188.68,87.03
14,Tanzania,1991,Feb,1991-02-01,115.4,81.34
15,Tanzania,1991,Mar,1991-03-01,178.64,78.71
16,Tanzania,1991,Apr,1991-04-01,137.59,75.57
17,Tanzania,1991,May,1991-05-01,76.57,78.48
18,Tanzania,1991,Jun,1991-06-01,8.56,78.83
19,Tanzania,1991,Jul,1991-07-01,8.34,79.33
20,Tanzania,1991,Aug,1991-08-01,8.39,79.67
21,Tanzania,1991,Sep,1991-09-01,12.69,79.67
22,Tanzania,1991,Oct,1991-10-01,41.85,80.73
23,Tanzania,1991,Nov,1991-11-01,75.05,81.22
24,Tanzania,1991,Dec,1991-12-01,157.15,84.08
25,Tanzania,1992,Jan,1992-01-01,98.12,76.53
26,Tanzania,1992,Feb,1992-02-01,146.24,79.10
27,Tanzania,1992,Mar,1992-03-01,115.65,73.85
28,Tanzania,1992,Apr,1992-04-01,166.24,76.24
29,Tanzania,1992,May,1992-05-01,67.9,75.52
30,Tanzania,1992,Jun,1992-06-01,12.57,75.85
31,Tanzania,1992,Jul,1992-07-01,6.26,75.68
32,Tanzania,1992,Aug,1992-08-01,3.91,75.30
33,Tanzania,1992,Sep,1992-09-01,10.2,75.10
34,Tanzania,1992,Oct,1992-10-01,29.45,74.06
35,Tanzania,1992,Nov,1992-11-01,107.71,76.78
36,Tanzania,1992,Dec,1992-12-01,145.44,75.81
37,Tanzania,1993,Jan,1993-01-01,171.55,81.93
38,Tanzania,1993,Feb,1993-02-01,151.21,82.34
39,Tanzania,1993,Mar,1993-03-01,160.85,86.11
40,Tanzania,1993,Apr,1993-04-01,132.1,83.26
41,Tanzania,1993,May,1993-05-01,58.27,82.46
42,Tanzania,1993,Jun,1993-06-01,11.75,82.39
43,Tanzania,1993,Jul,1993-07-01,3.15,82.13
44,Tanzania,1993,Aug,1993-08-01,9.25,82.58
45,Tanzania,1993,Sep,1993-09-01,6.16,82.24
46,Tanzania,1993,Oct,1993-10-01,16.3,81.15
47,Tanzania,1993,Nov,1993-11-01,54.05,76.67
48,Tanzania,1993,Dec,1993-12-01,51.82,68.87
49,Tanzania,1994,Jan,1994-01-01,166.1,68.42
50,Tanzania,1994,Feb,1994-02-01,177.17,70.58
51,Tanzania,1994,Mar,1994-03-01,168.48,71.22
52,Tanzania,1994,Apr,1994-04-01,113.07,69.63
53,Tanzania,1994,May,1994-05-01,58.96,69.69
54,Tanzania,1994,Jun,1994-06-01,6.24,69.23
55,Tanzania,1994,Jul,1994-07-01,8.69,69.69
56,Tanzania,1994,Aug,1994-08-01,9.6,69.72
57,Tanzania,1994,Sep,1994-09-01,9.3,69.98
58,Tanzania,1994,Oct,1994-10-01,28.51,71.00
59,Tanzania,1994,Nov,1994-11-01,87.14,73.76
60,Tanzania,1994,Dec,1994-12-01,142.78,81.34
61,Tanzania,1995,Jan,1995-01-01,152.34,80.19
62,Tanzania,1995,Feb,1995-02-01,164.26,79.11
63,Tanzania,1995,Mar,1995-03-01,180.61,80.13
64,Tanzania,1995,Apr,1995-04-01,122.83,80.94
65,Tanzania,1995,May,1995-05-01,74.56,82.24
66,Tanzania,1995,Jun,1995-06-01,6.58,82.27
67,Tanzania,1995,Jul,1995-07-01,3.21,81.81
68,Tanzania,1995,Aug,1995-08-01,11.17,81.94
69,Tanzania,1995,Sep,1995-09-01,14.63,82.39
70,Tanzania,1995,Oct,1995-10-01,35.6,82.98
71,Tanzania,1995,Nov,1995-11-01,36.66,78.77
72,Tanzania,1995,Dec,1995-12-01,109.86,76.03
73,Tanzania,1996,Jan,1996-01-01,139.32,74.94
74,Tanzania,1996,Feb,1996-02-01,230.67,80.48
75,Tanzania,1996,Mar,1996-03-01,179.51,80.38
76,Tanzania,1996,Apr,1996-04-01,130.43,81.02
77,Tanzania,1996,May,1996-05-01,64.41,80.17
78,Tanzania,1996,Jun,1996-06-01,5.67,80.10
79,Tanzania,1996,Jul,1996-07-01,6.03,80.33
80,Tanzania,1996,Aug,1996-08-01,5.76,79.88
81,Tanzania,1996,Sep,1996-09-01,12.93,79.74
82,Tanzania,1996,Oct,1996-10-01,19.83,78.42
83,Tanzania,1996,Nov,1996-11-01,41.74,78.85
84,Tanzania,1996,Dec,1996-12-01,92.18,77.37
85,Tanzania,1997,Jan,1997-01-01,115.66,75.40
86,Tanzania,1997,Feb,1997-02-01,108.82,65.25
87,Tanzania,1997,Mar,1997-03-01,141.76,62.10
88,Tanzania,1997,Apr,1997-04-01,179.44,66.19
89,Tanzania,1997,May,1997-05-01,58.43,65.69
90,Tanzania,1997,Jun,1997-06-01,22.52,67.09
91,Tanzania,1997,Jul,1997-07-01,6.21,67.11
92,Tanzania,1997,Aug,1997-08-01,3.46,66.92
93,Tanzania,1997,Sep,1997-09-01,3.02,66.09
94,Tanzania,1997,Oct,1997-10-01,57.11,69.20
95,Tanzania,1997,Nov,1997-11-01,146.57,77.93
96,Tanzania,1997,Dec,1997-12-01,249.09,91.01
97,Tanzania,1998,Jan,1998-01-01,248.43,102.07
98,Tanzania,1998,Feb,1998-02-01,192.74,109.07
99,Tanzania,1998,Mar,1998-03-01,146.59,109.47
100,Tanzania,1998,Apr,1998-04-01,181.4,109.63
101,Tanzania,1998,May,1998-05-01,65.84,110.25
102,Tanzania,1998,Jun,1998-06-01,9.87,109.19
103,Tanzania,1998,Jul,1998-07-01,3.84,109.00
104,Tanzania,1998,Aug,1998-08-01,3.79,109.02
105,Tanzania,1998,Sep,1998-09-01,12.99,109.86
106,Tanzania,1998,Oct,1998-10-01,22.44,106.97
107,Tanzania,1998,Nov,1998-11-01,43.38,98.37
108,Tanzania,1998,Dec,1998-12-01,54.11,82.12
109,Tanzania,1999,Jan,1999-01-01,161.47,74.87
110,Tanzania,1999,Feb,1999-02-01,85.04,65.90
111,Tanzania,1999,Mar,1999-03-01,244.33,74.04
112,Tanzania,1999,Apr,1999-04-01,153.61,71.73
113,Tanzania,1999,May,1999-05-01,36.64,69.29
114,Tanzania,1999,Jun,1999-06-01,17.95,69.97
115,Tanzania,1999,Jul,1999-07-01,8.07,70.32
116,Tanzania,1999,Aug,1999-08-01,13.29,71.11
117,Tanzania,1999,Sep,1999-09-01,12.67,71.08
118,Tanzania,1999,Oct,1999-10-01,16.47,70.59
119,Tanzania,1999,Nov,1999-11-01,97.99,75.14
120,Tanzania,1999,Dec,1999-12-01,97.84,78.78
121,Tanzania,2000,Jan,2000-01-01,91.53,72.95
122,Tanzania,2000,Feb,2000-02-01,81.18,72.63
123,Tanzania,2000,Mar,2000-03-01,169.19,66.37
124,Tanzania,2000,Apr,2000-04-01,98.05,61.74
125,Tanzania,2000,May,2000-05-01,44.61,62.40
126,Tanzania,2000,Jun,2000-06-01,14.11,62.08
127,Tanzania,2000,Jul,2000-07-01,3.16,61.67
128,Tanzania,2000,Aug,2000-08-01,10.86,61.47
129,Tanzania,2000,Sep,2000-09-01,7.7,61.06
130,Tanzania,2000,Oct,2000-10-01,20.93,61.43
131,Tanzania,2000,Nov,2000-11-01,131.73,64.24
132,Tanzania,2000,Dec,2000-12-01,193.18,72.19
133,Tanzania,2001,Jan,2001-01-01,216.87,82.63
134,Tanzania,2001,Feb,2001-02-01,120.64,85.92
135,Tanzania,2001,Mar,2001-03-01,148.86,84.23
136,Tanzania,2001,Apr,2001-04-01,122.92,86.30
137,Tanzania,2001,May,2001-05-01,36.75,85.64
138,Tanzania,2001,Jun,2001-06-01,10.93,85.38
139,Tanzania,2001,Jul,2001-07-01,5.95,85.61
140,Tanzania,2001,Aug,2001-08-01,7.63,85.34
141,Tanzania,2001,Sep,2001-09-01,16.74,86.09
142,Tanzania,2001,Oct,2001-10-01,26.28,86.54
143,Tanzania,2001,Nov,2001-11-01,59.45,80.52
144,Tanzania,2001,Dec,2001-12-01,133.34,75.53
145,Tanzania,2002,Jan,2002-01-01,208.92,74.87
146,Tanzania,2002,Feb,2002-02-01,134.4,76.01
147,Tanzania,2002,Mar,2002-03-01,215.77,81.59
148,Tanzania,2002,Apr,2002-04-01,147.33,83.62
149,Tanzania,2002,May,2002-05-01,49.37,84.68
150,Tanzania,2002,Jun,2002-06-01,5.79,84.25
151,Tanzania,2002,Jul,2002-07-01,2.63,83.97
152,Tanzania,2002,Aug,2002-08-01,12.69,84.39
153,Tanzania,2002,Sep,2002-09-01,16.36,84.36
154,Tanzania,2002,Oct,2002-10-01,35.92,85.16
155,Tanzania,2002,Nov,2002-11-01,96.14,88.22
156,Tanzania,2002,Dec,2002-12-01,167.64,91.08
157,Tanzania,2003,Jan,2003-01-01,137.48,85.13
158,Tanzania,2003,Feb,2003-02-01,102.48,82.47
159,Tanzania,2003,Mar,2003-03-01,121.05,74.57
160,Tanzania,2003,Apr,2003-04-01,108.41,71.33
161,Tanzania,2003,May,2003-05-01,80.62,73.93
162,Tanzania,2003,Jun,2003-06-01,7.45,74.07
163,Tanzania,2003,Jul,2003-07-01,3.1,74.11
164,Tanzania,2003,Aug,2003-08-01,4.93,73.47
165,Tanzania,2003,Sep,2003-09-01,12.56,73.15
166,Tanzania,2003,Oct,2003-10-01,30.23,72.67
167,Tanzania,2003,Nov,2003-11-01,40.34,68.02
168,Tanzania,2003,Dec,2003-12-01,118.97,63.97
169,Tanzania,2004,Jan,2004-01-01,145.41,64.63
170,Tanzania,2004,Feb,2004-02-01,184.81,71.49
171,Tanzania,2004,Mar,2004-03-01,145.89,73.56
172,Tanzania,2004,Apr,2004-04-01,157.48,77.65
173,Tanzania,2004,May,2004-05-01,12.84,72.00
174,Tanzania,2004,Jun,2004-06-01,8.52,72.09
175,Tanzania,2004,Jul,2004-07-01,1.14,71.93
176,Tanzania,2004,Aug,2004-08-01,4.48,71.89
177,Tanzania,2004,Sep,2004-09-01,31.24,73.45
178,Tanzania,2004,Oct,2004-10-01,35.72,73.90
179,Tanzania,2004,Nov,2004-11-01,92.1,78.22
180,Tanzania,2004,Dec,2004-12-01,160.27,81.66
181,Tanzania,2005,Jan,2005-01-01,161.14,82.97
182,Tanzania,2005,Feb,2005-02-01,113.31,77.01
183,Tanzania,2005,Mar,2005-03-01,150.37,77.38
184,Tanzania,2005,Apr,2005-04-01,103.09,72.85
185,Tanzania,2005,May,2005-05-01,60.33,76.81
186,Tanzania,2005,Jun,2005-06-01,4.29,76.46
187,Tanzania,2005,Jul,2005-07-01,2.49,76.57
188,Tanzania,2005,Aug,2005-08-01,7.12,76.79
189,Tanzania,2005,Sep,2005-09-01,10.99,75.10
190,Tanzania,2005,Oct,2005-10-01,30.13,74.64
191,Tanzania,2005,Nov,2005-11-01,38.65,70.18
192,Tanzania,2005,Dec,2005-12-01,78.04,63.33
193,Tanzania,2006,Jan,2006-01-01,97.33,58.01
194,Tanzania,2006,Feb,2006-02-01,134.25,59.76
195,Tanzania,2006,Mar,2006-03-01,164.01,60.89
196,Tanzania,2006,Apr,2006-04-01,172.71,66.70
197,Tanzania,2006,May,2006-05-01,80.88,68.41
198,Tanzania,2006,Jun,2006-06-01,11.23,68.99
199,Tanzania,2006,Jul,2006-07-01,9.47,69.57
200,Tanzania,2006,Aug,2006-08-01,9.5,69.77
201,Tanzania,2006,Sep,2006-09-01,18.4,70.38
202,Tanzania,2006,Oct,2006-10-01,31.99,70.54
203,Tanzania,2006,Nov,2006-11-01,155.82,80.30
204,Tanzania,2006,Dec,2006-12-01,250.03,94.64
205,Tanzania,2007,Jan,2007-01-01,176.08,101.20
